crop,temperature,rainfall,N,P,K,ph,humidity,fertilizer_used,irrigation_used,yield_tons_per_ha
wheat,20.66,807.09,74.2,101.2,49.9,7.782,80.96,1,0,2.225
soybeans,18.54,1372.04,105.1,13.9,147.9,6.927,91.47,0,1,0.632
wheat,22.99,83.84,8.4,99.9,79.4,9.143,77.15,0,1,1.127
cassava,32.72,123.39,77.5,46.3,31.7,8.517,32.7,0,0,9.022
soybeans,13.6,821.36,50.0,115.9,156.6,9.419,15.28,1,1,1.819
soybeans,15.6,337.68,66.1,73.8,8.7,4.462,46.52,1,0,1.49
maize,19.04,917.62,41.6,47.0,153.6,3.813,91.65,1,1,2.454
rice,23.71,738.91,54.0,140.3,144.4,4.041,88.21,1,0,1.546
cassava,16.47,636.14,108.7,138.5,20.8,6.981,40.88,0,1,3.696
maize,12.39,1040.52,130.6,85.6,30.2,7.281,79.91,1,1,2.131
wheat,19.87,434.45,129.6,45.7,92.3,5.777,21.41,0,0,1.807
cassava,24.51,1492.83,94.3,14.6,28.5,9.455,68.18,1,1,4.05
soybeans,34.51,1378.19,41.7,138.0,35.3,4.033,51.12,1,0,1.302
cassava,18.73,237.81,118.0,109.6,45.3,5.719,97.13,1,1,9.708
cotton,15.63,1163.05,31.2,140.7,132.2,8.001,32.73,1,1,1.185
wheat,18.97,891.59,38.0,64.5,46.5,7.615,50.6,0,0,1.489
cotton,28.39,1143.92,32.5,28.4,156.9,5.742,25.62,0,0,1.073
cassava,13.4,127.45,85.2,105.1,79.6,7.918,75.31,1,0,9.557
soybeans,35.2,1219.74,2.3,31.2,136.0,5.942,98.49,1,1,1.253
soybeans,25.75,919.48,79.3,96.6,66.5,4.322,79.43,1,0,1.207
cotton,22.01,1380.7,50.3,124.9,185.6,6.747,52.44,1,1,1.131
wheat,15.71,443.84,41.4,76.1,31.8,6.005,29.67,0,1,2.084
cassava,13.1,822.91,13.7,115.7,118.3,8.206,49.99,0,0,2.979
soybeans,10.34,669.8,57.4,143.4,99.0,5.167,90.65,1,1,1.592
cassava,23.57,235.12,112.4,84.2,185.3,6.721,94.96,1,1,10.19
rice,16.33,778.09,2.8,40.4,108.5,3.597,36.75,1,1,1.407
rice,17.11,698.55,10.1,138.6,49.7,9.495,50.63,1,1,1.733
maize,25.16,1447.83,53.8,10.5,11.2,6.022,27.76,0,1,1.606
rice,12.54,222.94,31.4,75.0,173.1,8.058,81.86,0,0,2.187
wheat,25.69,379.14,87.5,137.3,21.4,4.211,86.57,0,0,1.712
soybeans,33.68,238.78,11.4,7.9,130.7,7.593,98.87,0,0,1.378
wheat,23.57,599.91,136.3,21.3,102.3,6.155,22.44,0,0,1.986
cotton,35.66,290.98,126.1,89.3,11.4,7.615,95.82,0,1,1.061
soybeans,39.16,257.04,14.2,20.7,119.6,8.576,45.53,1,0,1.434
soybeans,36.19,1302.25,52.0,34.2,160.0,6.315,30.52,1,0,1.126
cotton,20.5,496.15,29.4,29.2,133.1,9.476,57.76,0,0,0.741
soybeans,13.84,502.99,72.0,87.4,163.0,7.766,66.35,1,0,1.507
soybeans,13.21,618.01,82.5,43.6,40.0,8.536,95.42,0,0,1.017
soybeans,11.52,1344.14,31.8,82.5,133.9,4.596,97.96,1,0,1.229
cotton,23.1,1444.98,51.1,58.4,135.7,6.225,95.81,1,1,1.314
rice,33.53,1156.76,101.2,33.6,72.6,6.554,42.45,1,0,1.567
maize,32.15,1323.85,56.6,50.8,138.5,8.751,79.56,1,0,2.126
wheat,24.56,519.47,119.0,104.1,178.9,3.802,75.99,1,1,2.813
rice,17.56,708.54,54.0,142.5,83.2,4.02,21.73,1,1,1.825
rice,12.36,814.6,56.4,87.4,22.8,6.301,29.03,1,1,1.77
wheat,14.41,1465.88,30.1,135.9,46.1,9.553,70.3,0,1,0.974
maize,11.97,380.94,34.5,72.8,154.5,6.58,18.97,1,1,2.234
maize,14.5,382.41,101.1,105.8,133.2,8.011,60.67,0,0,1.967
maize,13.09,232.64,137.1,99.3,174.4,5.608,72.18,1,1,2.184
wheat,25.03,986.98,84.0,104.9,16.4,6.283,34.52,1,1,2.087
cotton,36.63,426.24,118.9,32.3,87.7,7.129,75.39,0,0,0.858
wheat,33.74,533.03,25.3,44.1,71.5,7.12,17.99,1,0,1.684
maize,30.48,884.27,60.1,43.6,158.7,4.971,73.54,0,1,2.195
soybeans,16.5,899.0,48.7,97.0,8.1,3.918,22.57,1,1,1.479
wheat,16.92,120.21,98.5,141.9,94.3,5.187,27.47,0,0,1.741
cassava,15.79,1498.3,27.4,90.5,89.0,9.256,78.94,1,0,3.391
rice,13.41,55.68,139.9,117.3,162.3,6.813,39.81,0,0,2.279
cotton,16.56,1149.75,12.2,73.5,7.0,9.797,78.63,0,0,0.848
soybeans,26.09,1261.28,86.2,93.7,113.2,9.527,94.14,1,0,0.818
cassava,14.25,728.21,50.0,82.1,146.3,7.951,58.33,1,0,3.673
rice,29.35,1284.65,85.3,124.4,57.9,6.877,52.75,0,1,1.661
wheat,16.86,459.72,25.3,98.5,121.0,7.715,43.56,1,0,1.774
cotton,28.54,1040.32,53.8,126.7,37.5,9.245,43.44,0,1,1.333
cassava,35.63,902.56,38.8,60.7,141.1,9.29,17.53,0,0,3.335
maize,35.35,83.74,114.0,44.5,28.6,8.029,68.09,1,1,2.039
wheat,39.48,1281.46,102.8,129.4,152.1,9.372,18.69,1,1,1.236
cotton,33.82,963.56,66.4,95.2,186.4,7.181,82.78,1,1,1.491
wheat,36.1,107.1,92.1,123.7,39.8,7.802,84.95,0,0,1.416
rice,12.99,1386.84,19.7,36.5,116.6,8.467,67.26,0,0,0.782
cassava,21.42,1367.36,61.8,109.5,191.1,9.399,18.9,0,0,3.454
soybeans,35.64,603.28,103.6,92.9,80.1,4.417,75.0,1,1,1.044
cotton,12.51,1276.56,121.0,110.8,53.5,6.901,29.84,0,1,0.985
cassava,10.24,692.72,51.7,98.8,192.7,4.058,42.16,1,0,3.402
rice,10.6,1141.45,66.3,67.5,6.4,8.826,44.94,1,1,1.299
rice,13.28,626.07,47.2,84.7,177.2,4.009,20.24,1,0,2.044
maize,11.71,1161.46,98.3,51.4,140.1,6.074,79.04,1,0,2.214
cassava,18.02,388.22,72.1,50.1,35.8,6.446,89.16,1,1,8.002
cassava,37.74,292.12,37.4,13.9,164.1,7.541,41.08,0,0,9.114
rice,38.69,54.38,34.7,134.9,191.4,8.184,79.86,0,1,2.62
rice,26.14,787.62,34.0,109.3,38.6,4.735,53.62,0,0,1.575
maize,33.4,205.12,106.5,80.8,197.6,5.722,68.41,1,0,2.309
maize,12.38,870.48,127.1,60.5,64.3,4.433,27.02,1,1,2.766
cassava,17.31,480.78,80.8,81.3,103.3,8.164,41.22,1,0,5.981
wheat,34.39,806.22,100.5,130.5,159.6,9.414,51.08,1,1,2.049
maize,10.67,439.58,75.8,93.7,56.6,4.406,85.8,1,1,2.652
cotton,16.34,1130.57,90.5,134.3,38.8,8.384,21.19,1,1,1.457
rice,27.98,298.35,103.8,47.4,137.5,4.529,73.18,0,0,2.786
cassava,35.78,1379.63,70.1,81.4,171.6,6.995,58.45,1,1,4.989
maize,13.3,380.51,59.8,119.5,177.1,3.545,57.92,1,0,2.066
cotton,28.6,829.11,78.7,129.6,76.1,4.853,53.24,0,0,1.163
maize,31.28,292.62,109.3,86.7,195.4,3.776,36.82,1,0,2.398
soybeans,10.77,79.41,87.1,97.6,67.2,5.58,43.2,1,0,0.801
soybeans,18.14,941.65,136.8,20.6,47.4,6.575,97.3,1,1,0.741
soybeans,16.32,1263.56,40.6,31.1,86.3,8.249,97.03,1,1,1.321
wheat,25.04,592.21,31.3,83.0,182.9,7.361,93.09,0,1,2.042
wheat,18.38,208.47,35.9,122.3,128.0,4.978,88.97,1,1,1.861
wheat,20.62,1073.47,20.7,101.7,9.3,4.48,75.05,1,1,1.757
cassava,24.81,616.43,66.1,124.4,134.1,3.791,60.63,0,1,3.876
cotton,24.82,945.71,123.1,108.6,97.3,9.898,53.24,0,1,1.097
wheat,29.26,584.61,125.8,110.0,50.6,7.684,93.33,1,1,2.301
cassava,27.86,1176.87,70.8,76.3,150.1,6.741,66.33,1,0,4.0
rice,11.62,798.99,70.7,25.9,25.8,4.303,22.69,1,0,1.347
cotton,33.42,459.76,79.0,61.6,103.0,5.809,38.02,1,1,1.355
rice,10.0,1433.19,114.0,131.6,8.1,9.57,83.64,1,0,1.254
maize,21.0,194.27,107.3,140.3,199.0,9.123,65.67,1,0,2.01
cotton,33.46,1057.29,138.3,76.4,90.4,5.364,55.01,1,0,1.401
cassava,34.86,240.81,129.1,68.1,79.4,6.497,85.77,1,0,9.329
maize,15.02,775.52,96.7,102.6,134.7,5.289,27.43,1,1,2.812
rice,10.81,1186.08,1.5,111.7,183.7,6.313,60.06,1,0,1.131
soybeans,25.93,262.25,19.6,86.7,202.0,4.126,38.57,1,0,1.64
soybeans,26.78,321.75,62.8,89.1,70.5,8.576,86.28,0,1,1.312
wheat,20.31,627.4,40.8,104.4,135.3,6.365,48.22,0,0,1.775
wheat,32.36,1362.58,55.4,84.0,183.5,9.96,97.36,1,0,1.179
cassava,31.58,1431.25,37.0,17.3,100.1,9.069,61.47,0,1,3.881
cassava,30.77,1180.65,33.5,41.0,66.4,7.387,28.78,0,1,3.912
cotton,17.43,183.92,50.4,43.4,107.2,9.865,24.69,0,1,0.81
maize,35.18,282.99,3.5,67.9,52.5,3.822,76.32,0,1,1.357
wheat,25.24,990.6,79.0,56.2,133.4,3.684,45.81,1,0,2.005
soybeans,17.52,534.07,66.0,8.7,23.4,7.959,50.89,1,1,1.71
cassava,27.65,576.09,85.8,128.0,196.1,7.293,17.66,1,1,4.851
rice,28.55,1183.12,98.5,121.8,16.2,8.359,87.17,0,1,1.473
cotton,35.19,1415.36,112.9,54.7,167.4,9.499,95.45,1,0,1.213
cotton,26.66,417.24,5.0,122.0,184.3,4.556,81.69,1,0,0.933
wheat,32.3,69.57,126.1,59.1,178.8,3.753,26.53,0,0,1.026
cotton,10.67,246.92,92.3,141.9,27.3,6.503,29.53,1,0,0.959
soybeans,26.73,452.19,66.6,70.9,82.7,8.834,52.8,1,1,1.402
wheat,13.86,1392.33,28.1,16.4,72.9,4.721,59.32,1,0,1.051
rice,26.1,1168.15,92.6,62.3,184.1,4.557,99.61,0,0,1.483
cassava,32.73,1022.5,62.9,129.7,129.5,9.936,84.47,0,0,3.592
cotton,28.11,473.37,128.9,133.1,83.4,6.323,74.41,1,0,0.994
soybeans,25.63,757.02,81.0,101.5,26.4,8.837,51.45,0,1,1.153
soybeans,10.74,606.47,19.8,104.5,137.2,3.786,85.95,0,0,1.289
wheat,16.17,886.75,0.7,104.8,87.9,4.756,78.69,1,0,1.341
rice,15.81,429.54,71.8,51.3,177.1,6.579,82.76,1,1,3.773
cassava,33.94,812.03,12.7,86.6,127.3,8.237,79.46,1,1,3.483
maize,15.04,1118.47,120.8,35.3,24.1,3.654,69.21,1,1,2.06
wheat,29.41,726.06,90.2,48.0,172.7,8.062,42.38,1,0,2.178
rice,33.74,341.32,112.7,124.0,62.8,9.69,18.29,0,1,3.612
soybeans,30.08,88.71,65.2,13.1,42.3,7.143,88.49,1,0,1.441
rice,24.2,939.1,121.6,97.7,91.8,8.826,91.88,0,1,1.386
soybeans,13.63,58.83,71.1,144.8,144.0,5.505,89.41,1,0,0.987
rice,32.16,1441.88,95.0,84.9,194.1,6.379,65.54,1,1,1.771
maize,29.06,334.91,29.6,10.8,69.4,7.138,87.78,1,0,2.396
rice,21.49,964.42,60.2,66.3,67.1,8.454,94.51,1,0,1.407
soybeans,13.52,1049.87,57.2,33.9,85.6,3.994,73.81,0,0,1.108
soybeans,21.67,858.58,80.7,28.2,85.5,5.732,48.48,1,0,1.445
rice,35.74,492.11,27.0,23.1,64.6,8.57,54.56,0,0,2.177
rice,37.45,1289.05,95.6,12.3,161.6,8.996,82.72,1,0,1.518
wheat,32.4,1113.69,127.7,59.3,107.9,6.538,93.79,1,1,1.822
cassava,14.3,592.26,103.5,133.3,96.5,7.678,22.86,1,1,4.23
soybeans,36.05,1345.19,124.1,80.8,134.3,7.045,18.4,1,1,0.62
cassava,18.13,838.5,136.0,49.6,37.1,6.821,47.35,0,1,3.323
soybeans,39.84,216.44,101.6,12.2,11.0,4.185,97.03,1,0,0.74
wheat,27.33,573.42,92.8,84.0,189.8,4.16,32.98,1,0,2.065
maize,39.2,1454.87,105.0,23.2,156.7,3.66,15.9,0,0,1.612
rice,19.4,309.32,126.3,60.6,54.1,6.415,41.57,1,1,4.356
wheat,12.61,856.23,139.0,25.3,24.9,6.349,62.45,0,0,1.608
cassava,11.94,214.18,83.6,54.6,97.8,5.633,48.81,1,1,9.527
soybeans,34.79,1110.45,138.5,43.2,180.0,8.483,45.15,1,0,0.557
cassava,14.81,1068.06,96.9,69.3,32.0,5.546,41.53,1,0,3.938
rice,30.4,970.98,127.3,7.5,116.4,8.618,60.55,0,0,1.189
maize,18.23,1476.77,57.3,130.2,51.0,4.885,16.68,1,0,2.062
rice,24.31,1492.12,95.1,15.4,203.6,6.151,38.72,1,0,1.768
wheat,38.59,773.61,106.5,78.5,18.9,5.62,21.52,1,0,1.583
wheat,21.12,332.7,130.9,86.4,62.5,8.081,46.24,0,0,1.736
wheat,32.48,158.43,120.5,119.3,158.2,5.511,84.77,0,0,1.514
rice,35.25,854.2,126.2,134.7,6.8,3.99,35.53,1,1,1.806
maize,38.15,1237.17,137.7,41.4,198.9,6.303,43.89,0,0,1.92
maize,25.02,1035.45,10.7,43.5,166.4,6.488,61.01,1,0,1.909
maize,39.08,808.49,88.1,102.4,95.9,7.579,64.25,1,0,2.518
rice,31.83,1035.01,65.9,59.3,80.2,7.66,56.55,1,1,1.486
rice,14.96,1467.68,15.1,135.5,187.7,6.915,76.34,1,1,1.112
rice,18.37,1427.81,8.9,89.4,16.4,9.31,59.56,1,1,1.154
soybeans,28.12,129.08,117.9,95.7,85.8,3.605,64.88,0,0,0.528
soybeans,28.21,868.98,120.5,120.0,29.5,9.016,49.61,0,1,0.742
maize,19.35,804.1,76.5,30.9,198.9,8.538,94.8,1,1,2.65
cassava,16.06,274.28,67.4,79.1,194.8,3.976,65.59,1,1,9.083
cotton,19.73,599.9,109.6,111.3,164.7,9.7,82.42,1,1,1.217
cotton,11.96,923.82,139.7,19.1,169.2,4.272,71.61,1,1,0.996
soybeans,38.11,292.21,100.5,110.7,22.8,9.098,83.93,0,0,0.637
rice,29.66,656.63,100.0,125.6,35.9,6.435,49.09,1,0,2.143
rice,34.18,455.53,26.8,75.6,178.1,5.069,20.75,0,1,2.383
cassava,29.75,230.03,71.0,7.6,83.3,3.986,54.86,1,0,10.969
cotton,13.87,203.86,81.9,39.0,38.3,7.353,79.47,0,1,0.903
cotton,25.84,815.64,106.6,55.2,148.4,7.258,96.72,0,1,1.153
cotton,31.38,851.62,105.6,10.4,10.4,4.042,51.63,0,1,1.191
soybeans,31.45,1105.75,93.3,126.9,179.0,7.263,50.97,1,1,1.089
rice,22.19,1393.55,99.5,63.6,108.5,4.047,98.67,1,0,1.373
maize,27.82,602.29,135.8,122.9,172.7,6.547,49.67,0,0,2.451
rice,36.96,288.37,112.6,115.9,30.4,6.091,28.63,0,0,3.852
cassava,38.4,818.82,39.6,54.0,59.1,7.412,93.98,1,0,4.273
cassava,34.5,1452.23,64.5,120.5,144.9,9.788,83.76,0,1,3.519
rice,34.85,297.27,125.6,96.9,181.4,6.654,60.61,1,1,4.245
soybeans,26.35,374.65,62.1,72.8,171.3,9.324,49.66,0,1,1.521
soybeans,21.61,952.76,22.1,125.5,94.5,9.461,54.24,0,0,1.437
wheat,23.65,50.28,126.1,22.4,53.9,4.49,29.46,1,1,1.757
cassava,33.25,329.91,78.7,15.4,74.6,4.968,75.83,1,1,9.202
rice,34.91,1428.39,88.8,54.5,125.7,5.528,92.24,1,1,1.578
maize,29.91,1449.69,7.1,129.7,120.4,7.165,57.02,0,0,1.269
wheat,22.65,456.79,125.3,51.5,120.7,5.06,82.57,1,0,1.75
cotton,21.48,557.2,90.5,21.2,23.5,7.79,60.98,1,0,1.375
maize,10.28,197.13,92.9,5.7,37.2,7.067,73.5,1,0,2.139
rice,33.52,622.47,90.4,26.1,191.5,5.99,76.74,0,0,2.571
maize,37.16,333.9,9.7,19.1,8.6,4.114,72.74,0,0,1.392
wheat,35.29,1153.06,92.6,74.6,5.4,7.488,44.61,0,0,1.421
rice,21.83,1307.24,34.2,140.3,196.6,5.11,43.93,1,1,1.219
cotton,33.92,767.29,66.2,86.1,48.9,6.919,14.95,1,0,1.319
rice,10.03,1087.09,24.0,19.6,52.5,5.969,54.93,0,1,0.954
cassava,24.42,70.27,61.4,119.9,161.0,6.837,35.48,1,1,11.425
cassava,14.4,473.1,71.1,52.9,118.7,3.848,57.84,0,1,4.471
rice,18.78,840.87,18.7,101.8,164.0,4.562,22.97,0,1,1.186
cassava,28.14,745.2,130.8,38.7,59.8,9.485,20.6,1,1,4.266
wheat,12.47,854.8,20.5,32.4,83.6,4.155,28.9,0,0,1.152
maize,10.43,1119.91,116.8,108.7,33.6,8.397,80.13,1,1,2.394
rice,38.97,71.54,67.4,51.7,94.8,7.209,51.46,1,1,3.651
soybeans,39.2,430.14,29.8,16.3,117.4,3.588,49.42,0,0,1.424
wheat,15.46,422.01,30.7,14.9,74.6,9.863,44.43,1,1,1.683
maize,16.96,616.81,83.2,74.5,202.6,4.387,73.78,1,0,2.742
cassava,28.05,1142.12,60.7,81.6,17.4,4.084,85.33,0,0,3.877
rice,17.87,682.3,22.0,137.7,158.4,5.244,64.81,1,1,2.033
wheat,16.77,917.18,17.5,142.0,95.9,8.844,80.1,1,1,1.692
soybeans,11.04,729.66,55.8,24.2,142.5,9.954,48.03,1,1,1.481
rice,25.54,60.82,59.2,105.5,93.5,8.259,34.04,1,1,3.75
wheat,18.18,1365.97,126.6,134.3,104.2,9.129,95.77,0,0,1.207
cassava,32.11,1010.26,76.6,128.4,94.8,3.897,86.63,1,1,4.795
cassava,18.84,848.68,87.8,72.4,170.4,8.914,87.15,1,0,4.135
cotton,12.72,1064.41,101.0,29.2,10.6,6.154,64.11,1,1,1.332
maize,34.05,542.2,114.1,16.2,184.0,7.059,84.29,1,1,3.192
wheat,34.55,1225.58,69.3,86.3,170.4,5.532,18.32,1,1,1.493
cotton,12.57,309.02,56.6,74.3,198.1,9.809,87.2,0,1,0.795
rice,25.11,1346.38,131.1,118.0,132.1,5.474,98.53,0,0,1.2
wheat,23.29,1220.28,42.0,65.6,197.2,3.706,64.87,1,1,1.621
maize,29.09,1189.19,16.6,62.4,173.0,5.995,63.18,1,0,1.66
soybeans,29.6,455.41,79.9,113.1,190.6,5.197,42.8,1,1,1.678
rice,15.12,247.54,88.3,47.2,8.7,9.276,33.51,1,1,3.49
rice,26.25,240.07,107.3,135.5,194.5,5.899,25.65,1,0,3.79
rice,27.36,1371.45,77.6,29.4,80.7,8.98,69.4,1,1,1.619
maize,35.84,1277.45,128.6,40.3,156.0,6.494,86.41,1,1,2.193
maize,17.26,1085.38,12.8,32.9,180.5,8.302,15.18,0,0,1.668
wheat,15.07,157.33,33.1,13.1,128.7,8.672,43.22,0,1,1.437
wheat,18.22,396.5,69.8,45.8,108.2,7.85,80.85,1,0,2.186
soybeans,13.01,1401.63,52.4,16.3,82.5,7.401,58.17,1,0,1.233
wheat,37.47,555.97,78.6,91.7,200.9,5.53,96.24,0,1,1.983
wheat,21.55,1488.5,79.7,92.0,99.2,7.805,96.27,1,0,1.42
wheat,15.41,334.28,127.1,135.4,15.4,7.358,62.52,0,1,1.921
soybeans,23.44,1409.41,103.1,69.1,118.9,8.002,64.93,1,0,0.775
wheat,17.03,191.41,88.8,18.4,79.6,6.253,61.09,1,0,1.792
cotton,23.04,136.53,66.1,77.3,175.9,8.26,20.82,0,0,0.8
soybeans,28.62,658.81,85.9,111.6,114.1,7.58,94.43,0,0,1.111
maize,25.36,378.42,90.3,29.4,143.2,6.014,94.56,0,0,2.251
wheat,36.52,322.81,73.1,76.7,125.8,5.628,89.12,1,1,1.877
rice,11.46,1273.41,61.3,52.9,114.3,4.094,79.07,1,0,1.158
rice,39.25,386.82,123.4,51.0,27.6,9.155,68.71,0,0,2.807
wheat,29.47,666.35,113.6,133.6,125.1,8.255,18.87,1,1,2.781
wheat,32.04,199.0,86.9,66.1,86.2,5.01,16.62,1,0,1.796
cassava,25.43,915.87,64.1,52.7,98.6,5.524,51.68,0,1,3.906
rice,21.03,907.09,70.5,95.4,199.6,3.862,63.36,1,0,1.381
cotton,22.29,459.29,38.5,116.7,199.8,5.762,17.37,0,1,0.876
rice,18.69,886.94,9.2,31.8,86.5,9.59,46.44,1,0,0.964
maize,31.42,931.46,43.3,120.3,196.0,8.838,14.13,1,0,2.11
cotton,34.21,449.68,46.2,63.0,91.7,6.174,57.32,1,1,1.252
cassava,34.31,874.11,15.2,57.2,53.5,6.864,86.53,1,0,3.456
cotton,15.56,1439.32,82.6,59.6,165.3,6.914,34.78,0,0,1.083
wheat,11.44,463.33,87.3,111.8,7.1,5.62,32.43,1,1,2.171
cotton,17.15,1166.01,37.0,106.8,172.5,8.598,37.57,1,0,1.109
cotton,20.41,1356.28,45.5,107.6,152.3,3.619,45.05,0,1,1.023
cassava,19.74,60.34,95.4,42.6,168.0,5.835,55.28,1,0,8.501
soybeans,16.93,788.05,124.3,102.1,83.9,5.921,53.19,0,1,0.659
maize,18.67,596.73,55.1,81.2,37.0,7.993,28.41,0,1,2.172
rice,37.77,985.75,58.1,135.2,162.0,4.8,25.25,1,1,1.609
wheat,33.0,1453.4,130.1,72.4,155.9,7.85,83.78,1,0,1.179
rice,22.61,865.06,0.8,16.0,181.3,4.006,74.79,1,0,1.229
wheat,35.72,900.62,109.0,118.2,169.6,7.079,29.23,0,1,1.815
soybeans,16.04,1302.74,45.0,143.5,36.5,6.856,82.18,1,0,1.386
soybeans,31.55,211.09,34.1,46.7,117.1,6.087,72.02,0,0,1.238
soybeans,17.18,1307.74,45.8,51.1,124.6,4.693,38.5,1,0,1.199
wheat,39.7,1299.7,61.4,145.0,107.8,4.586,61.81,0,1,1.21
cassava,27.6,1376.48,44.9,119.8,6.9,3.524,79.34,1,1,4.853
wheat,36.87,1427.37,100.6,57.4,169.0,3.668,22.84,1,0,0.958
soybeans,19.25,1035.14,79.2,66.1,113.0,4.784,51.04,1,1,1.341
wheat,22.75,906.44,38.9,41.3,140.7,7.411,28.37,1,1,2.221
cassava,30.22,112.67,117.3,28.7,144.5,4.959,19.89,1,0,10.224
maize,26.2,1270.95,72.9,92.3,22.8,8.409,24.98,1,1,2.178
cassava,27.73,1343.73,98.0,25.8,178.6,5.46,53.05,1,1,3.664
rice,27.88,717.56,51.0,54.4,132.3,8.383,72.35,0,0,1.693
wheat,19.65,559.55,113.3,108.0,142.9,3.642,92.32,0,1,1.934
rice,27.35,772.29,81.1,45.1,78.4,4.045,18.5,0,0,1.561
cassava,26.59,526.61,17.0,70.3,5.7,6.112,23.09,0,1,4.618
cassava,35.38,984.56,112.2,115.1,43.2,7.726,31.17,1,1,4.708
cotton,24.69,368.64,71.0,10.5,186.0,8.821,76.42,1,1,1.299
maize,31.17,1391.61,25.3,84.5,188.1,3.721,73.98,0,1,1.636
wheat,11.19,307.28,41.1,100.7,180.2,8.69,29.66,1,0,1.527
wheat,36.02,544.21,92.5,81.9,60.7,5.268,60.32,0,1,1.763
maize,13.06,572.34,37.9,123.0,67.7,8.628,90.7,1,1,2.419
maize,13.31,564.2,40.2,46.5,51.7,3.774,15.54,1,0,2.095
soybeans,39.66,911.09,55.9,122.0,151.0,8.37,30.87,1,1,1.702
soybeans,30.77,963.77,112.5,68.3,108.8,8.768,50.78,1,0,0.7
cassava,11.22,757.9,63.1,51.4,196.5,8.847,70.9,0,1,3.236
rice,28.69,566.3,110.4,37.7,132.8,5.032,75.37,1,0,2.846
rice,26.18,1454.78,67.8,13.9,115.3,8.967,99.73,1,0,1.359
cassava,31.12,1142.4,9.2,111.9,159.9,7.867,39.1,1,0,2.965
cotton,10.58,995.39,7.5,142.2,126.9,6.558,50.98,1,0,0.857
cotton,33.31,866.69,93.7,50.9,86.9,5.003,98.22,1,1,1.474
maize,22.06,1106.96,109.2,21.6,5.0,8.129,44.67,0,0,2.154
soybeans,39.46,141.4,126.4,119.0,67.8,9.828,38.76,1,1,0.593
cotton,24.43,543.42,24.8,136.5,68.2,8.704,75.52,1,1,1.235
cassava,34.3,1139.17,106.5,59.5,155.3,6.014,91.29,0,0,3.055
cotton,14.85,826.1,127.8,7.2,133.5,3.979,14.55,0,0,0.831
wheat,11.68,738.7,29.2,17.8,87.2,5.783,60.23,1,0,2.013
maize,30.33,415.86,122.2,28.6,15.7,8.164,54.89,1,0,2.64
cotton,14.52,718.74,76.3,138.1,78.3,9.871,60.64,0,0,1.145
soybeans,35.44,1140.15,63.0,90.8,142.7,6.833,54.91,1,1,1.591
cotton,17.24,1075.1,81.0,143.1,205.0,9.152,79.36,0,1,1.079
rice,13.22,1276.87,103.0,34.6,34.1,5.556,97.94,0,0,1.238
wheat,16.69,612.41,119.9,108.4,35.9,7.45,68.06,0,0,1.963
rice,36.2,136.66,124.4,51.1,67.9,6.829,94.9,0,0,3.196
cotton,23.23,947.27,125.9,51.2,175.0,4.108,17.6,1,0,0.999
wheat,33.03,644.03,25.4,70.4,118.8,6.443,93.03,0,1,1.611
cassava,24.05,1224.68,107.5,75.7,175.9,8.382,80.96,1,0,4.103
maize,13.61,435.1,2.5,46.1,159.6,6.867,43.94,0,0,1.662
cassava,26.48,607.42,90.7,132.2,88.3,5.544,47.41,1,0,2.979
soybeans,35.07,1120.91,37.1,7.4,100.9,9.083,91.04,1,1,1.425
cotton,26.27,1010.5,39.0,50.1,72.1,8.042,54.74,1,1,1.331
cassava,20.99,1144.2,61.5,114.9,200.3,5.059,88.16,1,1,4.525
wheat,29.85,149.14,64.0,98.0,64.2,5.535,24.71,1,1,1.929
cassava,25.51,1339.38,138.5,21.2,31.0,4.347,72.58,0,1,3.661
rice,21.11,874.94,123.4,136.9,152.9,4.063,71.55,1,0,1.439
cotton,38.16,369.1,120.9,41.1,199.1,7.383,14.61,0,0,0.911
wheat,39.77,610.71,65.1,117.6,120.7,3.742,86.5,0,0,1.272
wheat,32.07,1444.43,52.4,81.0,175.2,5.671,26.23,0,1,1.161
cassava,27.64,529.92,64.7,15.9,76.5,8.023,95.98,1,1,6.968
maize,38.59,1092.91,130.2,78.9,56.8,3.843,76.44,0,0,2.136
cassava,11.4,413.23,49.5,108.5,103.8,3.686,67.05,1,1,6.246
cassava,23.45,935.63,44.6,113.1,199.3,9.632,36.87,0,1,3.39
maize,25.57,744.81,3.6,52.8,81.0,6.092,63.89,1,1,2.379
cassava,12.87,104.98,64.0,120.6,67.6,5.997,92.22,1,1,10.321
cassava,37.6,117.29,48.0,8.2,59.5,9.103,17.15,1,0,11.184
soybeans,24.21,1145.41,123.2,140.0,69.9,8.692,32.12,1,0,0.648
cotton,14.61,103.6,74.8,79.0,173.8,9.668,60.31,1,1,0.947
wheat,27.2,1444.58,120.5,124.1,169.4,5.509,90.59,1,0,1.265
rice,23.6,1484.46,7.7,54.7,101.4,6.77,41.17,1,1,1.198
cassava,35.99,1368.85,30.4,121.3,146.8,9.758,63.13,0,1,3.271
wheat,21.77,1242.61,28.8,126.2,104.6,5.88,70.97,0,0,1.257
maize,21.75,648.3,97.4,5.5,128.9,5.811,82.3,0,1,3.237
soybeans,16.64,1480.86,42.8,22.8,114.1,9.077,72.31,0,1,1.078
rice,20.12,76.22,56.0,82.0,128.9,7.813,85.92,0,0,2.582
cotton,13.29,408.94,123.5,55.5,129.1,7.829,81.24,0,0,0.719
